SYMBOL,COMPANY NAME,MARKET CAP,MARKET CAP CATEGORY,EXCHANGE,KITE_ID,SHOONYA_TOKEN
WELENT,Welspun Enterprises Limited,6695.329382,Small Cap,NSE,2976257,11626
MOIL,MOIL Limited,6653.959373,Small Cap,NSE,5332481,20830
TIIL,Technocraft Industries (India) Limited,6639.251456,Small Cap,NSE,3641089,14223
KESORAMIND,Kesoram Industries Limited,6603.163238,Small Cap,NSE,475905,1859
HCC,Hindustan Construction Company Limited,6551.53193,Small Cap,NSE,352001,1375
ASHOKA,Ashoka Buildcon Limited,6546.741658,Small Cap,NSE,5166593,20182
SOUTHBANK,The South Indian Bank Limited,6519.769907,Small Cap,NSE,1522689,5948
RALLIS,Rallis India Limited,6499.662234,Small Cap,NSE,720897,2816
SHARDACROP,Sharda Cropchem Limited,6488.24791,Small Cap,NSE,1277953,4992
KRBL,KRBL Limited,6443.271782,Small Cap,NSE,2707713,10577
GABRIEL,Gabriel India Limited,6441.844736,Small Cap,NSE,277769,1085
GABRIEL,Gabriel India Limited,6441.844736,Small Cap,NSE,277761,1085
SHAREINDIA,Share India Securities Limited,6336.018022,Small Cap,NSE,26625,104
BANSALWIRE,Bansal Wire Industries Limited,6285.70112,Small Cap,NSE,6242817,24386
IFBIND,IFB Industries Limited,6283.85792,Small Cap,NSE,380161,1485
GUJALKALI,Gujarat Alkalies and Chemicals Limited,6281.792307,Small Cap,NSE,324353,1267
GMMPFAUDLR,GMM Pfaudler Limited,6235.788493,Small Cap,NSE,401929,1570
GMMPFAUDLR,GMM Pfaudler Limited,6235.788493,Small Cap,NSE,401921,1570
HCG,Healthcare Global Enterprises Limited,6230.59927,Small Cap,NSE,3982081,15555
MIDHANI,Mishra Dhatu Nigam Limited,6228.245299,Small Cap,NSE,630529,2463
ANUP,The Anup Engineering Limited,6224.030925,Small Cap,NSE,2307585,9014
INOXGREEN,Inox Green Energy Services Limited,6164.855603,Small Cap,NSE,3120129,12188
GOKEX,Gokaldas Exports Limited,6161.206886,Small Cap,NSE,3015169,11778
TDPOWERSYS,TD Power Systems Limited,6147.869901,Small Cap,NSE,6445569,25178
JINDWORLD,Jindal Worldwide Limited,6088.279245,Small Cap,NSE,5284353,20642
GAEL,Gujarat Ambuja Exports Limited,6081.518797,Small Cap,NSE,2259969,8828
GOCOLORS,Go Fashion (India) Limited,6068.450918,Small Cap,NSE,1782785,6964
THANGAMAYL,Thangamayil Jewellery Limited,6065.457971,Small Cap,NSE,4638209,18118
CEIGALL,Ceigall India Limited,6056.418099,Small Cap,NSE,6333953,24742
SHARDAMOTR,Sharda Motor Industries Limited,6052.670669,Small Cap,NSE,2695681,10530
AGI,AGI Greenpac Limited,6013.315891,Small Cap,NSE,361473,1412
LUXIND,Lux Industries Limited,5913.449267,Small Cap,NSE,2893057,11301
SKIPPER,Skipper Limited,5892.184883,Small Cap,NSE,2413569,9428
MANORAMA,Manorama Industries Limited,5883.911373,Small Cap,NSE,2618113,10227
ENTERO,Entero Healthcare Solutions Limited,5873.402675,Small Cap,NSE,5815553,22717
IXIGO,Le Travenues Technology Limited,5872.171008,Small Cap,NSE,6161153,24067
LLOYDSENT,Lloyds Enterprises Limited,5870.910669,Small Cap,NSE,6606593,25807
NIITMTS,NIIT Learning Systems Limited,5863.908557,Small Cap,NSE,4543233,17747
GHCL,GHCL Limited,5812.31616,Small Cap,NSE,288521,1127
GHCL,GHCL Limited,5812.31616,Small Cap,NSE,288513,1127
ROLEXRINGS,Rolex Rings Limited,5804.036506,Small Cap,NSE,1351425,5279
JAICORPLTD,Jai Corp Limited,5802.194944,Small Cap,NSE,1316609,5143
JKIL,J.Kumar Infraprojects Limited,5798.247629,Small Cap,NSE,3908097,15266
SIS,SIS LIMITED,5778.573722,Small Cap,NSE,5504257,21501
STLTECH,Sterlite Technologies Limited,5776.411443,Small Cap,NSE,2383105,9309
GOPAL,Gopal Snacks Limited,5767.919206,Small Cap,NSE,5904897,23066
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,5760.548454,Small Cap,NSE,4540929,17738
EASEMYTRIP,Easy Trip Planners Limited,5750.895002,Small Cap,NSE,714753,2792
WEBELSOLAR,Websol Energy System Limited,5714.94441,Small Cap,NSE,,14602
BORORENEW,BOROSIL RENEWABLES LIMITED,5713.103258,Small Cap,NSE,,3149
GULFOILLUB,Gulf Oil Lubricants India Limited,5706.883482,Small Cap,NSE,1124097,4391
RSYSTEMS,R Systems International Limited,5694.233805,Small Cap,NSE,3433985,13414
AARTIPHARM,Aarti Pharmalabs Limited,5641.468314,Small Cap,NSE,3550209,13868
UNICHEMLAB,Unichem Laboratories Limited,5614.51049,Small Cap,NSE,916225,3579
TI,Tilaknagar Industries Limited,5559.346381,Small Cap,NSE,4914177,19196
PRICOLLTD,Pricol Limited,5552.288973,Small Cap,NSE,5025537,19631
PTC,PTC India Limited,5536.623411,Small Cap,NSE,2906881,11355
BOROLTD,Borosil Limited,5512.960819,Small Cap,NSE,4966657,19401
NEOGEN,Neogen Chemicals Limited,5506.520269,Small Cap,NSE,2538753,9917
ALLCARGO,Allcargo Logistics Limited,5480.042496,Small Cap,NSE,3456257,13501
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,5463.878451,Small Cap,NSE,1149697,4491
VSTIND,VST Industries Limited,5463.555277,Small Cap,NSE,953345,3724
NFL,National Fertilizers Limited,5455.22688,Small Cap,NSE,3564801,13925
RAIN,Rain Industries Limited,5442.750874,Small Cap,NSE,3926273,15337
PRINCEPIPE,Prince Pipes And Fittings Limited,5371.648,Small Cap,NSE,4107521,16045
DBCORP,D.B.Corp Limited,5348.753408,Small Cap,NSE,4577537,17881
CSBBANK,CSB Bank Limited,5303.977984,Small Cap,NSE,3831297,14966
ORIENTELEC,Orient Electric Limited,5292.970394,Small Cap,NSE,760833,2972
ITDC,India Tourism Development Corporation Limited,5234.003968,Small Cap,NSE,4940545,19299
HEIDELBERG,HeidelbergCement India Limited,5227.205018,Small Cap,NSE,592897,2316
MASFIN,MAS Financial Services Limited,5180.482765,Small Cap,NSE,50945,199
GANECOS,Ganesha Ecosphere Limited,5163.676877,Small Cap,NSE,1777665,6944
SUNCLAY,Sundaram Clayton Limited,5142.14953,Small Cap,NSE,5364737,20956
HEMIPROP,Hemisphere Properties India Limited,5141.685043,Small Cap,NSE,179457,701
BBL,Bharat Bijlee Limited,5120.473907,Small Cap,NSE,3522817,13761
BANCOINDIA,Banco Products (I) Limited,5103.26825,Small Cap,NSE,3553281,13880
ADVENZYMES,Advanced Enzyme Technologies Limited,5084.991488,Small Cap,NSE,4617985,18039
SUPRIYA,Supriya Lifescience Limited,5032.991539,Small Cap,NSE,1891841,7390
MTARTECH,Mtar Technologies Limited,5030.344294,Small Cap,NSE,693505,2709
THYROCARE,Thyrocare Technologies Limited,5029.42679,Small Cap,NSE,4360193,17032
CYIENTDLM,Cyient DLM Limited,5025.748173,Small Cap,NSE,4399873,17187
CARTRADE,Cartrade Tech Limited,4967.108608,Small Cap,NSE,1384193,5407
WONDERLA,Wonderla Holidays Limited,4867.283763,Small Cap,NSE,768513,3002
ORISSAMINE,The Orissa Minerals Development Company Limited,4866.659942,Small Cap,NSE,5102337,19931
VRLLOG,VRL Logistics Limited,4865.435238,Small Cap,NSE,2226177,8696
JSFB,Jana Small Finance Bank Limited,4854.544794,Small Cap,NSE,5801729,22663
HERITGFOOD,Heritage Foods Limited,4849.227776,Small Cap,NSE,1177089,4598
DYNAMATECH,Dynamatic Technologies Limited,4829.01975,Small Cap,NSE,1158401,4525
KIRLOSIND,Kirloskar Industries Limited,4816.597402,Small Cap,NSE,4870401,19025
AWFIS,Awfis Space Solutions Limited,4814.079181,Small Cap,NSE,6109185,23864
VAIBHAVGBL,Vaibhav Global Limited,4737.304576,Small Cap,NSE,2909185,11364
TEAMLEASE,Teamlease Services Limited,4698.109952,Small Cap,NSE,3255297,12716
NOCIL,NOCIL Limited,4697.485312,Small Cap,NSE,625153,2442
BOMDYEING,Bombay Dyeing & Mfg Company Limited,4688.964403,Small Cap,NSE,131329,513
BHARATRAS,Bharat Rasayan Limited,4656.519987,Small Cap,NSE,981505,3834
GREENPANEL,Greenpanel Industries Limited,4627.373261,Small Cap,NSE,3535361,13810
MSTCLTD,Mstc Limited,4616.831795,Small Cap,NSE,2395137,9356
HARSHA,Harsha Engineers International Limited,4607.286477,Small Cap,NSE,2857473,11162
SHAILY,Shaily Engineering Plastics Limited,4568.169267,Small Cap,NSE,,8727
PITTIENG,Pitti Engineering Limited,4546.245427,Small Cap,NSE,3618305,14134
RBA,Restaurant Brands Asia Limited,4540.594586,Small Cap,NSE,382465,1494
HIKAL,Hikal Limited,4517.761024,Small Cap,NSE,2475009,9668
KSCL,Kaveri Seed Company Limited,4511.579341,Small Cap,NSE,3832833,14972
UTKARSHBNK,Utkarsh Small Finance Bank Limited,4486.322995,Small Cap,NSE,4443649,17358
GREENPLY,Greenply Industries Limited,4441.441485,Small Cap,NSE,1020673,3987
AARTIDRUGS,Aarti Drugs Limited,4424.772813,Small Cap,NSE,1147137,4481
BANARISUG,Bannari Amman Sugars Limited,4411.455898,Small Cap,NSE,89601,350
GATEWAY,Gateway Distriparks Limited,4408.858624,Small Cap,NSE,2178561,8510
JAMNAAUTO,Jamna Auto Industries Limited,4405.701427,Small Cap,NSE,5319169,20778
JTEKTINDIA,Jtekt India Limited,4403.87543,Small Cap,NSE,828673,3237
GUFICBIO,Gufic Biosciences Limited,4402.705613,Small Cap,NSE,2971137,11606
PGIL,Pearl Global Industries Limited,4402.502451,Small Cap,NSE,3650561,14260
MEDIASSIST,Medi Assist Healthcare Services Limited,4394.079846,Small Cap,NSE,5556481,21705
ROSSARI,Rossari Biotech Limited,4389.47799,Small Cap,NSE,4968961,19410
EMSLIMITED,EMS Limited,4389.176115,Small Cap,NSE,4759809,18593
CARERATING,CARE Ratings Limited,4384.465715,Small Cap,NSE,7452929,29113
BAJAJHIND,Bajaj Hindusthan Sugar Limited,4382.922752,Small Cap,NSE,78849,308
STYRENIX,Styrenix Performance Materials Limited,4361.749709,Small Cap,NSE,4876,19
STYRENIX,Styrenix Performance Materials Limited,4361.749709,Small Cap,NSE,4865,19
INNOVACAP,Innova Captab Limited,4359.965082,Small Cap,NSE,5391873,21062
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,4339.67063,Small Cap,NSE,1577985,6164
MOREPENLAB,Morepen Laboratories Limited,4324.452762,Small Cap,NSE,578305,2259
FCL,Fineotex Chemical Limited,4321.429504,Small Cap,NSE,1586689,6198
GREAVESCOT,Greaves Cotton Limited,4271.624192,Small Cap,NSE,316161,1235
SHANTIGEAR,Shanthi Gears Limited,4209.78688,Small Cap,NSE,787969,3078
LGBBROSLTD,LG Balakrishnan & Bros Limited,4204.693914,Small Cap,NSE,4690177,18321
UFLEX,UFLEX Limited,4178.879693,Small Cap,NSE,269577,1053
UFLEX,UFLEX Limited,4178.879693,Small Cap,NSE,269569,1053
PAISALO,Paisalo Digital Limited,4176.802611,Small Cap,NSE,6519809,25468
ARVSMART,Arvind SmartSpaces Limited,4170.453402,Small Cap,NSE,2676993,10457
RAMKY,Ramky Infrastructure Limited,4152.213914,Small Cap,NSE,5154305,20134
AVANTEL,Avantel Limited,4142.401536,Small Cap,NSE,6300161,24610
JAYNECOIND,Jayaswal Neco Industries Limited,4133.749146,Small Cap,NSE,596737,2331
SHK,S H Kelkar and Company Limited,4131.866624,Small Cap,NSE,2870273,11212
JISLJALEQS,Jain Irrigation Systems Limited,4131.325952,Small Cap,NSE,2661633,10397
IMAGICAA,Imagicaaworld Entertainment Limited,4122.18368,Small Cap,NSE,1964033,7672
SUBROS,Subros Limited,4117.683814,Small Cap,NSE,850945,3324
PATELENG,Patel Engineering Limited,4102.606848,Small Cap,NSE,2994945,11699
GOKULAGRO,Gokul Agro Resources Limited,4092.842803,Small Cap,NSE,3706881,14480
JTLIND,JTL INDUSTRIES LIMITED,4077.242778,Small Cap,NSE,1865473,7287
PARAS,Paras Defence and Space Technologies Limited,4062.895309,Small Cap,NSE,1513217,5911
DPABHUSHAN,D. P. Abhushan Limited,4058.543309,Small Cap,NSE,239617,936
SAMHI,Samhi Hotels Limited,4056.789402,Small Cap,NSE,4765185,18614
BALMLAWRIE,Balmer Lawrie & Company Limited,4050.229658,Small Cap,NSE,86529,338
PFOCUS,Prime Focus Limited,4041.846784,Small Cap,NSE,3454977,13496
RPGLIFE,RPG Life Sciences Limited,4038.41024,Small Cap,NSE,4281601,16725
SEPC,SEPC Limited,4034.24256,Small Cap,NSE,3918849,15308
FIEMIND,Fiem Industries Limited,4033.773568,Small Cap,NSE,3509761,13710
SERVOTECH,Servotech Power Systems Limited,4021.183283,Small Cap,NSE,1409793,5507
INDRAMEDCO,Indraprastha Medical Corporation Limited,3971.77815,Small Cap,NSE,1216257,4751
NORTHARC,Northern Arc Capital Limited,3969.297613,Small Cap,NSE,6509057,25426
AVALON,Avalon Technologies Limited,3929.355469,Small Cap,NSE,3854849,15058
VSTTILLERS,V.S.T Tillers Tractors Limited,3903.339725,Small Cap,NSE,6218753,24292
CIGNITITEC,Cigniti Technologies Limited,3860.507034,Small Cap,NSE,1316353,5142
JISLDVREQS,Jain Irrigation Systems Limited,3856.239002,Small Cap,NSE,6575105,25684
HONDAPOWER,Honda India Power Products Limited,3828.067942,Small Cap,NSE,803329,3138
KKCL,Kewal Kiran Clothing Limited,3827.287245,Small Cap,NSE,3425537,13381
GOLDIAM,Goldiam International Limited,3826.515968,Small Cap,NSE,3064577,11971
FEDFINA,Fedbank Financial Services Limited,3826.302566,Small Cap,NSE,5202433,20322
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,3820.512461,Small Cap,NSE,199937,781
VENUSPIPES,Venus Pipes & Tubes Limited,3815.869645,Small Cap,NSE,2455553,9592
STYLAMIND,Stylam Industries Limited,3807.475302,Small Cap,NSE,1327617,5186
INDOSTAR,IndoStar Capital Finance Limited,3784.758067,Small Cap,NSE,790529,3088
DCXINDIA,DCX Systems Limited,3766.904832,Small Cap,NSE,3045121,11895
TCIEXP,TCI Express Limited,3751.453082,Small Cap,NSE,4921089,19223
DCBBANK,DCB Bank Limited,3750.948454,Small Cap,NSE,3513601,13725
SJS,S.J.S. Enterprises Limited,3734.956032,Small Cap,NSE,1700609,6643
SBCL,Shivalik Bimetal Controls Limited,3731.449446,Small Cap,NSE,1191937,4656
WSTCSTPAPR,West Coast Paper Mills Limited,3726.502298,Small Cap,NSE,972545,3799
INDIAGLYCO,India Glycols Limited,3714.915533,Small Cap,NSE,389377,1521
EXICOM,Exicom Tele-Systems Limited,3711.13943,Small Cap,NSE,5874433,22947
LAOPALA,La Opala RG Limited,3709.130752,Small Cap,NSE,3692289,14423
KITEX,Kitex Garments Limited,3699.39497,Small Cap,NSE,,28899
SUNFLAG,Sunflag Iron And Steel Company Limited,3698.125619,Small Cap,NSE,,3348
HITECH,Hi-Tech Pipes Limited,3674.426982,Small Cap,NSE,734209,2868
MPSLTD,MPS Limited,3672.076288,Small Cap,NSE,2707969,10578
IMFA,Indian Metals & Ferro Alloys Limited,3666.12439,Small Cap,NSE,4924161,19235
KINGFA,Kingfa Science & Technology (India) Limited,3640.355635,Small Cap,NSE,4849665,18944
SOTL,Savita Oil Technologies Limited,3633.701274,Small Cap,NSE,773377,3021
SWARAJENG,Swaraj Engines Limited,3631.070822,Small Cap,NSE,866305,3384
VPRPL,Vishnu Prakash R Punglia Limited,3612.817818,Small Cap,NSE,4695297,18341
JNKINDIA,JNK India Limited,3603.956122,Small Cap,NSE,6046977,23621
AJMERA,Ajmera Realty & Infra India Limited,3596.83113,Small Cap,NSE,4430593,17307
LUMAXTECH,Lumax Auto Technologies Limited,3588.047667,Small Cap,NSE,3587585,14014
HGS,Hinduja Global Solutions Limited,3572.060979,Small Cap,NSE,3766273,14712
POLYPLEX,Polyplex Corporation Limited,3560.876851,Small Cap,NSE,687873,2687
SULA,Sula Vineyards Limited,3484.015411,Small Cap,NSE,3383809,13218
RPSGVENT,RPSG VENTURES LIMITED,3456.743424,Small Cap,NSE,2078465,8119
SANGHVIMOV,Sanghvi Movers Limited,3431.006822,Small Cap,NSE,3598849,14058
DATAMATICS,Datamatics Global Services Limited,3430.876979,Small Cap,NSE,2924289,11423
SINDHUTRAD,Sindhu Trade Links Limited,3429.423718,Small Cap,NSE,4315905,16859
KSL,Kalyani Steels Limited,3426.802483,Small Cap,NSE,4835585,18889
PRECWIRE,Precision Wires India Limited,3426.085888,Small Cap,NSE,695553,2717
MONARCH,Monarch Networth Capital Limited,3418.955366,Small Cap,NSE,1965825,7679
SEAMECLTD,Seamec Limited,3415.721574,Small Cap,NSE,669697,2616
HATHWAY,Hathway Cable & Datacom Limited,3412.752794,Small Cap,NSE,4647425,18154
MUTHOOTMF,Muthoot Microfin Limited,3402.615194,Small Cap,NSE,5332737,20831
GEOJITFSL,Geojit Financial Services Limited,3391.627878,Small Cap,NSE,3045377,11896
BEPL,Bhansali Engineering Polymers Limited,3381.297971,Small Cap,NSE,107265,419
DHANI,Dhani Services Limited,3357.770752,Small Cap,NSE,3938305,15384
SOLARA,Solara Active Pharma Sciences Limited,3356.744704,Small Cap,NSE,940033,3672
HPL,HPL Electric & Power Limited,3337.838797,Small Cap,NSE,4781825,18679
VISHNU,Vishnu Chemicals Limited,3336.346214,Small Cap,NSE,1768449,6908
CAPACITE,Capacit'e Infraprojects Limited,3311.8464,Small Cap,NSE,5567745,21749
VEEDOL,Veedol Corporation Limited,3311.031296,Small Cap,NSE,3588865,14019
JINDALPOLY,Jindal Poly Films Limited,3305.153331,Small Cap,NSE,449537,1756
QUICKHEAL,Quick Heal Technologies Limited,3288.656282,Small Cap,NSE,3357697,13116
POKARNA,Pokarna Limited,3278.877696,Small Cap,NSE,4518657,17651
JYOTISTRUC,Jyoti Structures Limited,3269.060608,Small Cap,NSE,461313,1802
GENESYS,Genesys International Corporation Limited,3255.609958,Small Cap,NSE,2791681,10905
ALEMBICLTD,Alembic Limited,3237.02825,Small Cap,NSE,20225,79
ORIENTHOT,Oriental Hotels Limited,3231.080653,Small Cap,NSE,638209,2493
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,3218.746982,Small Cap,NSE,5798145,22649
GIPCL,Gujarat Industries Power Company Limited,3198.051328,Small Cap,NSE,293129,1145
GIPCL,Gujarat Industries Power Company Limited,3198.051328,Small Cap,NSE,293121,1145
SSWL,Steel Strips Wheels Limited,3177.812173,Small Cap,NSE,3028225,11829
KDDL,KDDL Limited,3164.772557,Small Cap,NSE,3816449,14908
FINOPB,Fino Payments Bank Limited,3147.932672,Small Cap,NSE,1684225,6579
ADFFOODS,ADF Foods Limited,3143.769293,Small Cap,NSE,5058817,19761
APOLLO,Apollo Micro Systems Limited,3137.844429,Small Cap,NSE,290313,1134
APOLLO,Apollo Micro Systems Limited,3137.844429,Small Cap,NSE,290305,1134
SURAJEST,Suraj Estate Developers Limited,3135.75895,Small Cap,NSE,5330433,20822
ASHIANA,Ashiana Housing Limited,3134.369382,Small Cap,NSE,6247169,24403
NUCLEUS,Nucleus Software Exports Limited,3115.072922,Small Cap,NSE,2762497,10791
NAVNETEDUL,Navneet Education Limited,3114.281984,Small Cap,NSE,610561,2385
DELTACORP,Delta Corp Limited,3113.667789,Small Cap,NSE,3851265,15044
GOODLUCK,Goodluck India Limited,3103.671501,Small Cap,NSE,1568001,6125
TASTYBITE,Tasty Bite Eatables Limited,3099.575091,Small Cap,NSE,5143553,20092
TIRUMALCHM,Thirumalai Chemicals Limited,3096.213094,Small Cap,NSE,894977,3496
BAJAJCON,Bajaj Consumer Care Limited,3080.951398,Small Cap,NSE,4999937,19531
KRSNAA,Krsnaa Diagnostics Limited,3069.791232,Small Cap,NSE,1371905,5359
GLOBUSSPR,Globus Spirits Limited,3065.126912,Small Cap,NSE,4460545,17424
MTNL,Mahanagar Telephone Nigam Limited,3054.249779,Small Cap,NSE,587265,2294
SALASAR,Salasar Techno Engineering Limited,3049.780838,Small Cap,NSE,5468673,21362
WENDT,Wendt (India) Limited,3042.059878,Small Cap,NSE,1084161,4235
DEEPINDS,Deep Industries Limited,3029.12,Small Cap,NSE,842753,3292
MARATHON,Marathon Nextgen Realty Limited,3001.562931,Small Cap,NSE,4776705,18659
REPCOHOME,Repco Home Finance Limited,2996.422656,Small Cap,NSE,7577089,29598
FLAIR,Flair Writing Industries Limited,2996.405862,Small Cap,NSE,5215233,20372
MAITHANALL,Maithan Alloys Limited,2994.710118,Small Cap,NSE,6281729,24538
PRAKASH,Prakash Industries Limited,2979.387187,Small Cap,NSE,693249,2708
DCAL,Dishman Carbogen Amcis Limited,2973.201203,Small Cap,NSE,5556225,21704
SAGCEM,Sagar Cements Limited,2965.141709,Small Cap,NSE,3601409,14068
SCILAL,Shipping Corporation of India Land and Assets Limited,2960.194765,Small Cap,NSE,5920513,23127
SUMMITSEC,Summit Securities Limited,2960.006349,Small Cap,NSE,5446401,21275
JASH,Jash Engineering Limited,2959.069389,Small Cap,NSE,3579393,13982
MAHLOG,Mahindra Logistics Limited,2952.261222,Small Cap,NSE,98561,385
RPEL,Raghav Productivity Enhancers Limited,2952.053555,Small Cap,NSE,6332161,24735
SANDHAR,Sandhar Technologies Limited,2943.325184,Small Cap,NSE,613633,2397
SPANDANA,Spandana Sphoorty Financial Limited,2939.552973,Small Cap,NSE,2927361,11435
PRECAM,Precision Camshafts Limited,2938.48064,Small Cap,NSE,3226369,12603
BAJEL,Bajel Projects Limited,2926.63767,Small Cap,NSE,5255937,20531
NILKAMAL,Nilkamal Limited,2909.06665,Small Cap,NSE,619777,2421
FOSECOIND,Foseco India Limited,2907.116544,Small Cap,NSE,274697,1073
FOSECOIND,Foseco India Limited,2907.116544,Small Cap,NSE,274689,1073
TVSSRICHAK,TVS Srichakra Limited,2900.106854,Small Cap,NSE,3646721,14245
SAKSOFT,Saksoft Limited,2899.309568,Small Cap,NSE,3019265,11794
VAKRANGEE,Vakrangee Limited,2896.45015,Small Cap,NSE,3415553,13342
EVEREADY,Eveready Industries India Limited,2889.70793,Small Cap,NSE,3016193,11782
DOLLAR,Dollar Industries Limited,2887.139533,Small Cap,NSE,5263361,20560
GENSOL,Gensol Engineering Limited,2876.971622,Small Cap,NSE,4354561,17010
DCW,DCW Limited,2867.431014,Small Cap,NSE,209153,817
INDOCO,Indoco Remedies Limited,2835.071386,Small Cap,NSE,2989313,11677
KRN,KRN Heat Exchanger and Refrigeration Limited,2834.527437,Small Cap,NSE,6564609,25643
DREDGECORP,Dredging Corporation of India Limited,2813.579878,Small Cap,NSE,2885377,11271
PFS,PTC India Financial Services Limited,2805.449523,Small Cap,NSE,5786113,22602
KOLTEPATIL,Kolte - Patil Developers Limited,2801.528832,Small Cap,NSE,3871745,15124
AUTOAXLES,Automotive Axles Limited,2790.12864,Small Cap,NSE,71169,278
TCPLPACK,TCPL Packaging Limited,2759.308902,Small Cap,NSE,47105,184
KCP,KCP Limited,2755.79392,Small Cap,NSE,471297,1841
MARINE,Marine Electricals (India) Limited,2750.145536,Small Cap,NSE,,1328
HINDOILEXP,Hindustan Oil Exploration Company Limited,2750.125466,Small Cap,NSE,359169,1403
RAJRATAN,Rajratan Global Wire Limited,2749.757235,Small Cap,NSE,4854273,18962
STANLEY,Stanley Lifestyles Limited,2739.750912,Small Cap,NSE,6201857,24226
RANEHOLDIN,Rane Holdings Limited,2717.136896,Small Cap,NSE,728065,2844
VADILALIND,Vadilal Industries Limited,2715.418419,Small Cap,NSE,6194177,24196
SUVEN,Suven Life Sciences Limited,2711.063552,Small Cap,NSE,2875649,11233
SOMANYCERA,Somany Ceramics Limited,2676.367565,Small Cap,NSE,993281,3880
INTERARCH,Interarch Building Products Limited,2673.030554,Small Cap,NSE,6376705,24909
SMLISUZU,SML Isuzu Limited,2664.510874,Small Cap,NSE,867073,3387
RPTECH,Rashi Peripherals Limited,2647.520461,Small Cap,NSE,5803521,22670
CONFIPET,Confidence Petroleum India Limited,2638.99095,Small Cap,NSE,2620929,10238
MAYURUNIQ,Mayur Uniquoters Ltd,2612.804813,Small Cap,NSE,7399937,28906
SHALBY,Shalby Limited,2609.708851,Small Cap,NSE,182785,714
MOL,Meghmani Organics Limited,2599.166771,Small Cap,NSE,1380865,5394
ARKADE,Arkade Developers Limited,2596.325376,Small Cap,NSE,6501889,25398
UDS,Updater Services Limited,2565.127987,Small Cap,NSE,4892929,19113
KALAMANDIR,Sai Silks (Kalamandir) Limited,2564.479386,Small Cap,NSE,4801281,18755
STYLEBAAZA,Baazar Style Retail Limited,2564.226867,Small Cap,NSE,6429185,25114
RAMRAT,Ram Ratna Wires Limited,2560.045466,Small Cap,NSE,2684161,10485
SASKEN,Sasken Technologies Limited,2558.901862,Small Cap,NSE,3067649,11983
STOVEKRAFT,Stove Kraft Limited,2558.705254,Small Cap,NSE,539393,2107
GTLINFRA,GTL Infrastructure Limited,2548.59305,Small Cap,NSE,3518721,13745
SYSTMTXC,SYSTEMATIX CORPORATE SERVICES LTD.,2545.167483,Small Cap,BSE,134785540,526506
EFCIL,EFC (I) Ltd,2539.607,Small Cap,BSE,131074052,512008
VENKEYS,Venky's (India) Limited,2525.359923,Small Cap,NSE,961793,3757
BFINVEST,BF Investment Limited,2518.889062,Small Cap,NSE,5404929,21113
HLEGLAS,HLE Glascoat Limited,2512.201318,Small Cap,NSE,585985,2289
AEROFLEX,Aeroflex Industries Limited,2507.066573,Small Cap,NSE,4676609,18268
PENIND,Pennar Industries Limited,2501.359002,Small Cap,NSE,5278977,20621
NRBBEARING,NRB Bearing Limited,2498.209997,Small Cap,NSE,1933569,7553
LANDMARK,Landmark Cars Limited,2489.384346,Small Cap,NSE,3398657,13276
THEJO,Thejo Engineering Limited,2480.525107,Small Cap,NSE,4935425,19279
SMSPHARMA,SMS Pharmaceuticals Limited,2477.340672,Small Cap,NSE,3668225,14329
DIAMONDYD,Prataap Snacks Limited,2473.642394,Small Cap,NSE,5591041,21840
SIYSIL,Siyaram Silk Mills Limited,2455.429939,Small Cap,NSE,3608577,14096
POCL,Pondy Oxides & Chemicals Limited,2436.492083,Small Cap,NSE,3682561,14385
FILATEX,Filatex India Limited,2434.1504,Small Cap,NSE,6280193,24532
IDEAFORGE,Ideaforge Technology Limited,2414.012826,Small Cap,NSE,4387841,17140
DREAMFOLKS,Dreamfolks Services Limited,2408.130765,Small Cap,NSE,2779905,10859
PARAGMILK,Parag Milk Foods Limited,2404.621517,Small Cap,NSE,4385281,17130
63MOONS,63 moons technologies limited,2399.307571,Small Cap,NSE,3038209,11868
PREMEXPLN,Premier Explosives Limited,2394.523853,Small Cap,NSE,4453633,17397
INSECTICID,Insecticides (India) Limited,2391.11168,Small Cap,NSE,3752193,14657
ACCELYA,Accelya Solutions India Limited,2381.360538,Small Cap,NSE,1805569,7053
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,2380.499968,Small Cap,NSE,6415361,25060
THEMISMED,Themis Medicare Limited,2380.156928,Small Cap,NSE,3708161,14485
INDIANHUME,Indian Hume Pipe Company Limited,2365.436723,Small Cap,NSE,391681,1530
DOLATALGO,Dolat Algotech Limited,2363.151974,Small Cap,NSE,3103745,12124
PSPPROJECT,PSP Projects Limited,2357.101363,Small Cap,NSE,5344513,20877
DISHTV,Dish TV India Limited,2356.8128,Small Cap,NSE,3721473,14537
MMFL,MM Forgings Limited,2354.687181,Small Cap,NSE,3544065,13844
VINDHYATEL,Vindhya Telelinks Limited,2348.789146,Small Cap,NSE,945665,3694
ASHAPURMIN,Ashapura Minechem Limited,2344.688026,Small Cap,NSE,51969,203
VIDHIING,Vidhi Specialty Food Ingredients Limited,2343.918797,Small Cap,NSE,3465217,13536
